what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jpt.jpa.ui,3.0.0.v201105170000,"org.eclipse.jpt.jpa.ui",1618042083388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042084411
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1618042084983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042090097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042098311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042105422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1618042105860
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618042109411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042111982
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042193057
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618042197804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042199124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042779279
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042780232
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042780530
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1618042782373
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042782423
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618042782438
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618042784321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1618042786253
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1618042791403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1618042792592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042803901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042887461
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1618042888740
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618042888740
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1618042888763
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042890131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042890511
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042892220
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618042892242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042892422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042896547
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042897653
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042897905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042899905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042900848
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042901822
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042902508
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618042902518
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042903833
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042904317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042905357
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618042905385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042905393
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042907511
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042908876
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042909287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042911516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042916907
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042917679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042919104
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618042919120
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042919266
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042922004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042923050
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042923426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042925523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042926460
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042926814
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042928053
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618042928073
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042928274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042930727
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042931974
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042932357
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042934296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042935155
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042935519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042936813
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618042936832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042937050
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042939682
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042948325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042948831
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042953702
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042954856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042955221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042956787
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618042956805
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042956878
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042958335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042959563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042959909
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042964068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042965101
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042965419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042966571
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618042966592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042966831
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042969511
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042970459
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042970760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042972577
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042973380
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042973703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042974799
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618042974819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042974936
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042976872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042977553
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042978002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042979640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042980382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042980673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042981836
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618042981858
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042981865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042983410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042984111
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042984480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042986216
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042987043
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042987401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042988964
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618042988983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042989188
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618042991264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042991920
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1618042995520
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618042995870
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618042996003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618042999822
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1618042999863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043003730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043004628
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043008626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1618043009912
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618043017573
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1618043018543
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043022107
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043022314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043023246
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618043040073
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1618043040211
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618043040211
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618043042962
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618043043092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618043051246
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043052647
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618043054780
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043055777
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618043058608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043059670
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618043065796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618043066025
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618043066224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1618043066549
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1618043066888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1618043067129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1618043067398
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1618043068588
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043070920
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043079158
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1618043080668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1618043081859
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1618043083475
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1618043083611
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618043086183
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618043089489
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1618043089489
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1618043089526
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043090988
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043519502
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043520660
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043521007
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1618043522193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043522240
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618043522258
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618043523732
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618043528339
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043533218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1618043534004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043536322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043538503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043540862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043553501
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043555345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1618043555942
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043561420
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043646026
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1618043648818
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618043648818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043650016
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043650351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043652111
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618043652131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043652293
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043653927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043655802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043656021
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043658820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043659647
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043659998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043663065
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618043663082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043663086
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043664997
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043665934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043666233
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043668207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043669111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043670058
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043671138
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618043671154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043671325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043673776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043674488
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043674855
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043676896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043677794
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043678175
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043681656
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618043681720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043681727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043684051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043685004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043685378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043689485
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043690398
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043690757
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043692180
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618043692205
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043692310
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043694160
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043695165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043695442
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043697597
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043698653
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043699202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043700389
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618043700411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043700581
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618043702971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043704063
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043704448
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618043718606
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1618043720728
