what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618037153675
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618037153786
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618037168996
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618037168996
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1618037170295
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618037170295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037171340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037417925
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1618037419108
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1618037420503
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1618037420540
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1618037425865
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1618037425865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037426778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037496041
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1618037499422
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1618037501306
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1618037501331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618037503993
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1618037508167
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1618037508167
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618037511606
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1618037511739
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037519364
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037628309
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618037632224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618037632441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037632862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037652237
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618037655974
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037656631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037660384
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618037664967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1618037665228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037666355
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037862979
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037865205
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037946920
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618037949741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038776617
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038781155
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618038781609
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1618038784896
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038785348
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618038785367
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038785374
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618038790347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038791877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038792543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038795140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038796092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618038796606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038798103
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618038798121
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038798334
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618038800923
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038802391
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038802923
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038805527
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038806361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1618038806898
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1618038808535
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openFileSearchPage",1618038808557
